title,region,number_of_rooms,quadrat,price,date
Banesë te parku i qytetit,Prishtine,3,90m 2,500 €,23/04/2019
"Banes me qera ne Lagjen Ulpiana, prane Shkolles Hasan Prishtina #1236",Prishtine,2,50m 2,200 €,23/04/2019
Kerkoj Gasonjerk me qera te parku qytetit ose te gjamia llapit,Prishtine,1,0m 2,100 €,22/04/2019
Ofrohet banesa 81m2 me qira ne lagjjen e Muhaxherve !DELTA,Prishtine,3,81m 2,350 €,22/04/2019
"A823 Banesë me qira në Dardani, afër çerdhes",Prishtine,3,75m 2,500 €,22/04/2019
A822 Banese me qira ne Aktash te prishtina stars,Prishtine,2,57m 2,300 €,22/04/2019
A195 Banese me qira ne Bregun e Diellit,Prishtine,3,85m 2,290 €,22/04/2019
Banesa me Qera,Prishtine,2,75m 2,250 €,22/04/2019
Leshohet banesa me qira per zyre,Prishtine,3,136m 2,550 €,22/04/2019
Banesa me Qera,Prishtine,0,40m 2,250 €,22/04/2019
Jap me qera banesen ne Pejton 120m2 450 euro,Prishtine,3,120m 2,450 €,22/04/2019
"Banes me qera ne Lagjen Bregu i Diellit, afer Qendres Tregtare #1220",Prishtine,3,75m 2,330 €,22/04/2019
Banes me qera ne lagjen Mati 1 afer Five Starit #1218,Prishtine,1,35m 2,150 €,22/04/2019
"Banes me qera ne Lagjen Arberia ( Dragodan ), perball Hotel Adria #1223",Prishtine,2,75m 2,300 €,22/04/2019
"Banes me qera ne Lagjen Mati 1, prane Viva Fresh-it #1227",Prishtine,3,80m 2,220 €,22/04/2019
Jap banese me qira,Prishtine,2,45m 2,170 €,21/04/2019
Jap banese me qira (nga pronari),Prishtine,2,45m 2,170 €,21/04/2019
Banes me qira Mat1 (afer rruges B),Prishtine,3,95m 2,300 €,21/04/2019
Banes me qira Ulpiane (te Lesna),Prishtine,3,65m 2,250 €,21/04/2019
Banes me qira Bregu Diellit (afer Ismail Qemailit),Prishtine,2,75m 2,250 €,21/04/2019
Ofrohet banesa 48m2 me qira ne lagjjen e Muhaxherrve !DELTA,Prishtine,2,48m 2,260 €,19/04/2019
Jepet me qera,Prishtine,2,70m 2,250 €,19/04/2019
banes me qera dardani,Prishtine,3,10m 2,300 €,19/04/2019
"Banese me qera ne Lagjen Ulpiana, te Fontana #1215",Prishtine,1,44m 2,210 €,19/04/2019
"Banese me qera ne Lagjen Ulpiana, te Fontana #1216",Prishtine,1,32m 2,200 €,19/04/2019
"Banes me qera ne Lagjen Ulpiana, prane Shkolles Hasan Prishtina #1211",Prishtine,2,55m 2,200 €,19/04/2019
Banesa me Qera,Prishtine,3,160m 2,500 €,19/04/2019
Banesa me Qera,Prishtine,2,70m 2,280 €,19/04/2019
Banesa me Qera,Prishtine,3,100m 2,"1,500 €",19/04/2019
Banesa me Qera,Prishtine,2,70m 2,320 €,19/04/2019
Ofrohet banesa 50m2 me qira ne Tophane !DELTA,Prishtine,1,50m 2,250 €,19/04/2019
Banesa me Qera,Prishtine,2,96m 2,350 €,19/04/2019
Banesa me Qera,Prishtine,1,60m 2,300 €,19/04/2019
Banesa me Qera,Prishtine,2,42m 2,260 €,19/04/2019
Banes me qira,Prishtine,1,60m 2,250 €,19/04/2019
Banesa 35m2 me qira ne Ulpiane Rozi,Prishtine,1,35m 2,220 €,19/04/2019
Banes me qira ne Rrugen B,Prishtine,2,89m 2,350 €,19/04/2019
Ofrohet banesa 86m2 me qira ne lagjen Tophane (afer Kolegjit Riinvest) !DELTA,Prishtine,3,86m 2,300 €,19/04/2019
BANESE ME QIRA NE ARBERI,Prishtine,3,100m 2,600 €,18/04/2019
Banesa 60m2 me qira te Rruga B Rozi,Prishtine,1,60m 2,320 €,18/04/2019
Banesa 60m2 me qira ne Qender Rozi,Prishtine,2,60m 2,250 €,18/04/2019
Ofrohet banesa me siperfaqe 40m2 ne qender afer Hotel Siriusit !DELTA,Prishtine,3,40m 2,250 €,18/04/2019
Banesë me qira në Ulpianë - 250euro,Prishtine,2,60m 2,250 €,18/04/2019
"Banese me qera ne Lagjen Ulpiana, perball Konvikteve #1214",Prishtine,2,43m 2,220 €,18/04/2019
"Ofrohet zyre me qira me siperfaqe 63m2 ne qender te qytetit ne Sheshin ""Nena Tereze"" !DELTA",Prishtine,2,63m 2,700 €,18/04/2019
"Banese me qera ne Lagjen Ulpiana, te Fontana #1215",Prishtine,1,32m 2,210 €,18/04/2019
"Banes me qera ne Lagjen Mati 1, prapa Eulexit #1224",Prishtine,2,65m 2,250 €,18/04/2019
Banesë 80m2 me qira në lagjen Arbëria - Tregtia C3,Prishtine,3,80m 2,450 €,18/04/2019
Leshohet banesa me qira afer qendres te Sllovenia Sport,Prishtine,3,100m 2,400 €,18/04/2019
Banes me qira Rruga C 2+1 250€,Prishtine,3,0m 2,250 €,18/04/2019
Banes me qira Lakrishte 2+1 200€,Prishtine,3,0m 2,200 €,18/04/2019
Banes me qira ne Qender 1+1+1 300€,Prishtine,2,0m 2,300 €,18/04/2019
"Ofrohet me qira banesa e pabanuar me pare ne lagjjen ""Mati 1""ne kompleksin banesor ""Royal Plaza"" !DELTA",Prishtine,2,55m 2,300 €,18/04/2019
Ofrohet banesa 50m2 me qira ne lagjen Dodona !DELTA,Prishtine,0,50m 2,200 €,18/04/2019
Ofrohet banesa 60m2 me qira ne Rrugen B (Meridian Express) !DELTA,Prishtine,2,60m 2,320 €,18/04/2019
Ofrohet banesa 94m2 me qera ne Arberi (Dragodan) !DELTA,Prishtine,3,94m 2,400 €,18/04/2019
Banesë me qira në Ulpianë - 350euro,Prishtine,3,65m 2,350 €,17/04/2019
Banesë me qira te Royal Plaza - Mati 1,Prishtine,2,55m 2,300 €,17/04/2019
Banesë me qira nën shkollën Dardania - 220 euro,Prishtine,2,0m 2,220 €,17/04/2019
Banesa me Qera,Prishtine,2,80m 2,300 €,17/04/2019
Banesa me Qera,Prishtine,2,80m 2,300 €,17/04/2019
A821 Banese me qira ne Tokebashqe,Prishtine,3,80m 2,220 €,17/04/2019
A820 Banese me qira ne Tophane,Prishtine,2,50m 2,2 €,17/04/2019
"Banes Duplex me qera ne Lagjen Bregu i Diellit, prapa Furres Qerimi 2 #1213",Prishtine,2,50m 2,210 €,17/04/2019
"Banes me qera ne Lagjen Ulpiana, prane Shkolles Hasan Prishtina #1219",Prishtine,2,45m 2,200 €,17/04/2019
"Banes me qera ne Lagjen Mati 1, prapa Super Vives #1225",Prishtine,3,93m 2,280 €,17/04/2019
A806 Banese me qira te Mati 1 te BTP holding,Prishtine,3,90m 2,300 €,17/04/2019
A811 Banese me qira ne Dardani pa mobile,Prishtine,2,60m 2,230 €,17/04/2019
A814 Banese me qira te Rruga B - te Dervishollt,Prishtine,2,60m 2,320 €,17/04/2019
A817 Banese me qira ne Arberi - Dragodan,Prishtine,3,80m 2,300 €,17/04/2019
A818 Banese me qira te Parku i Qytetit,Prishtine,2,60m 2,250 €,17/04/2019
A819 Banese me qira ne Kalabri - Emshir,Prishtine,2,52m 2,250 €,17/04/2019
Banesa me Qera,Prishtine,3,110m 2,500 €,17/04/2019
Banesa me Qera,Prishtine,2,80m 2,550 €,17/04/2019
Banes me qira ne Dardani dy dhoma gjumi,Prishtine,2,80m 2,300 €,17/04/2019
Banesa me qira Bregu i Diellit moderne kati i 4-te,Prishtine,3,125m 2,900 €,17/04/2019
Banesa me qera ne Lagjen e Muhaxhereve 69m2,Prishtine,1,69m 2,250 €,17/04/2019
Banesa me qira ne katin e 4-te ne Mati 1,Prishtine,1,65m 2,250 €,17/04/2019
Banes me qira ne Ulpiane e mobiluar,Prishtine,1,65m 2,300 €,17/04/2019
Banesa me Qira në Qendër te Pallati i Rinise,Prishtine,1,60m 2,330 €,17/04/2019
Banese me qira ne Qender afer shkolles Elena Gjika,Prishtine,3,100m 2,300 €,17/04/2019
Banes me qira mobiluar e gjitha,Prishtine,1,60m 2,240 €,17/04/2019
Banes moderne me qira ne Pejton,Prishtine,2,75m 2,550 €,17/04/2019
Banes me qira ne Qender 1+1+1 300 €,Prishtine,2,0m 2,300 €,17/04/2019
Banes me qira Mati 1 (mbrapa Royalit) 200€,Prishtine,2,0m 2,200 €,17/04/2019
Banes me qira Dardani (Bill Clinton),Prishtine,3,0m 2,250 €,17/04/2019
Banes me qira Mat 1 200€,Prishtine,2,50m 2,200 €,17/04/2019
Banes me qira rruga B (13-katshja) 220€,Prishtine,2,60m 2,220 €,17/04/2019
Banes me qira Mat 1 (kompleksi Blini),Prishtine,2,65m 2,300 €,17/04/2019
Banes me qira Mat 1 rruga b (mrapa Royal Mall),Prishtine,2,65m 2,180 €,17/04/2019
Gasonjere me qira Ulpiane (afer AAK-se),Prishtine,1,35m 2,160 €,17/04/2019
Banes me qira Mat 1 (afer Eulex),Prishtine,2,55m 2,220 €,17/04/2019
Gansionere me qera te hotel seriusi prishtin,Prishtine,1,40m 2,160 €,16/04/2019
"A813 Banese me qira ne Qender , te 4 Llullat",Prishtine,3,92m 2,300 €,16/04/2019
"A816 Banese me qira ne Qender , mrapa Teatrit kombetar",Prishtine,2,60m 2,240 €,16/04/2019
A807 Banese me qira ne Qender perball Stacionit Policor 92,Prishtine,2,60m 2,500 €,16/04/2019
A815 Banese me qira te Mati 1 te BTP Holding,Prishtine,3,86m 2,280 €,16/04/2019
Ofrohet PËR QIRA Banesë 1+1 Ulpian,Prishtine,1,68m 2,250 €,16/04/2019
Ofrohet PËR QIRA Banesë 3+1 Mati 1,Prishtine,3,125m 2,480 €,16/04/2019
Ofrohet PËR QIRA Banesë 2+1 ne Arberi,Prishtine,2,89m 2,330 €,16/04/2019
Banesa me Qera,Prishtine,1,40m 2,200 €,16/04/2019
A800 Banese me qira ne Kalabri - Emshir te Dardha,Prishtine,2,60m 2,250 €,16/04/2019
A802 Banese me qira ne Pejton,Prishtine,2,70m 2,300 €,16/04/2019
A799 Banese me qira ne Tokebashqe,Prishtine,2,68m 2,250 €,16/04/2019
A804 Banese me qira te Domi i Pleqve,Prishtine,3,80m 2,300 €,16/04/2019
A808 Banese me qira ne Dardani,Prishtine,2,50m 2,220 €,16/04/2019
A809 Banese me qira ne Bregun e Diellit,Prishtine,2,63m 2,240 €,16/04/2019
"A810 Banesë me qira në Ulpian, te ish hotel Baci",Prishtine,2,53m 2,240 €,16/04/2019
"Banes me qera ne Lagjen Ulpiana, prane Shkolles Hasan Prishtina #1209",Prishtine,2,50m 2,200 €,16/04/2019
"Banes me qera ne Lagjen Bregu i Diellit, banesat e Standardit #1210",Prishtine,2,50m 2,200 €,16/04/2019
"Banes me qera ne Lagjen Ulpiana, prane Shkolles Hasan Prishtina #1211",Prishtine,2,55m 2,200 €,16/04/2019
Banesa 70m2 me qira ne Pejton Rozi,Prishtine,1,70m 2,300 €,15/04/2019
Banesa 85m2 me qira te Bregu i Diellit 2 Rozi,Prishtine,2,85m 2,300 €,15/04/2019
A794 Garsonjere me qira ne Kalabri - Emshir te UBT-ja,Prishtine,1,40m 2,200 €,15/04/2019
A795 Banese me qira ne Arberi - Dragodan,Prishtine,3,93m 2,400 €,15/04/2019
A796 Banese me qira te Qafa pa mobile,Prishtine,2,65m 2,230 €,15/04/2019
Leshohet banesa me qira,Prishtine,2,70m 2,250 €,15/04/2019
Leshohet banesa me qira,Prishtine,2,60m 2,250 €,15/04/2019
Banese me qira,Prishtine,2,50m 2,200 €,15/04/2019
Banese me qira,Prishtine,3,120m 2,300 €,15/04/2019
Banese me qira,Prishtine,2,63m 2,300 €,15/04/2019
A799 Banese me qira ne Tokebashqe,Prishtine,2,68m 2,250 €,15/04/2019
"Banes me qera ne Lagjen Ulpiana, te Fontana #1206",Prishtine,2,60m 2,250 €,15/04/2019
"Banes me qera ne Lagjen Ulpiana, te Fontana #1202",Prishtine,2,60m 2,250 €,15/04/2019
"Banes me qera ne Lagjen Mati 1, tek 13 kateshi #1203",Prishtine,2,60m 2,220 €,15/04/2019
Banesa me Qera,Prishtine,2,80m 2,300 €,15/04/2019
Banese me Qera,Prishtine,1,72m 2,300 €,15/04/2019
Banesa me Qera,Prishtine,2,85m 2,450 €,15/04/2019
Banes me qira ne Ulpian 300€,Prishtine,2,0m 2,300 €,15/04/2019
"Banes me qera ne Lagjen Bregu i Diellit, banesat e Standardit #1210",Prishtine,2,50m 2,200 €,15/04/2019
"Banese me qera ne Lagjen Ulpiana, te Fontana #1216",Prishtine,1,32m 2,200 €,15/04/2019
Banesë 75m2 me qira te Qafa – Minimax,Prishtine,2,75m 2,550 €,15/04/2019
Leshohet banesa me qera ne Rrugen B,Prishtine,1,60m 2,300 €,15/04/2019
Leshoj banes me qera,Prishtine,2,60m 2,60 €,14/04/2019
Banesa 80m2 me qira ne Ulpiane Rozi,Prishtine,2,80m 2,320 €,14/04/2019
Kerkojme bashkebanuese,Prishtine,2,70m 2,50 €,14/04/2019
Banes me qira Rruga C 2+1 250€,Prishtine,3,0m 2,250 €,14/04/2019
Leshohet SUPER banesa me qira ne Tophane,Prishtine,2,0m 2,250 €,13/04/2019
Banesë me qira në Arbëri - 500 euro,Prishtine,4,110m 2,500 €,13/04/2019
Banesë me qira te 4 Llullat në Prishtinë - 250euro,Prishtine,2,75m 2,250 €,13/04/2019
Banesë me qira te Qafa 250euro,Prishtine,2,52m 2,250 €,13/04/2019
Banesë me qira në Ulpianë te Simfonia - 250euro,Prishtine,2,0m 2,250 €,13/04/2019
Lëshohet Banesa me qira te shkolla Elena gjika,Prishtine,3,65m 2,250 €,13/04/2019
Lëshohet Banesa me qira te kompleksi Dardha,Prishtine,2,60m 2,250 €,13/04/2019
A793 Banese me qira te Domi i Pleqve,Prishtine,2,60m 2,200 €,13/04/2019
A792 Banese me qira te Mati 1,Prishtine,2,55m 2,200 €,13/04/2019
Banes me qira te QAFA,Prishtine,1,66m 2,280 €,13/04/2019
Ofrohet banesa per zyre me siperfaqe 84m2 ne Qender !DELTA,Prishtine,4,84m 2,500 €,13/04/2019
Ofrohet banesa me siperfaqe 70m2 me qira ne Bregun e Diellit !DELTA,Prishtine,2,70m 2,250 €,13/04/2019
Ofrohet banesa tipit garsonjere me siperfaqe 45m2 me qira ne Aktash afer ministris se Arsimit !DELTA,Prishtine,1,45m 2,200 €,13/04/2019
Ofrohet banesa per zyre me siperfaqe 80m2 me qira ne lagjen Dodona !DELTA,Prishtine,3,80m 2,300 €,13/04/2019
Ofrohet banesa 60m2 me qira te Sllovenia Sporti (afer Parkut te qytetit) !DELTA,Prishtine,2,60m 2,250 €,13/04/2019
Banesa me Qera,Prishtine,3,60m 2,300 €,12/04/2019
A791 Banese me qira te Mati 1,Prishtine,2,55m 2,300 €,12/04/2019
Banes me qera,Prishtine,2,70m 2,250 €,12/04/2019
Banesë me qira te Mati 1 - Royal City - 250euro,Prishtine,2,56m 2,250 €,12/04/2019
"Banesë me qira në Tophane, 250euro",Prishtine,3,75m 2,250 €,12/04/2019
"Banesë me qira në lagjen Mati 1, e pabanuar",Prishtine,3,85m 2,350 €,12/04/2019
"Banes me qera ne Lagjen Bregu i Diellit, perball Maxit 24h #1204",Prishtine,3,70m 2,270 €,12/04/2019
"Banes me qera ne Lagjen Ulpiana, prane Furres Ulpiana #1207",Prishtine,1,15m 2,180 €,12/04/2019
"Banese me qera ne Lagjen Ulpiana, perball Konvikteve #1214",Prishtine,2,43m 2,220 €,12/04/2019
Ipet banesa me qira ne fushe kosove,Fushe Kosove,3,85m 2,250 €,12/04/2019
Banesa 55m2 me qira ne Lagjen e Spitalit Rozi,Prishtine,1,55m 2,230 €,11/04/2019
BANES ME QIRA -RRUGA B,Prishtine,2,80m 2,250 €,11/04/2019
A248 Banese(ZYRE) me qira ne Shesh perball Grandit,Prishtine,2,40m 2,300 €,11/04/2019
A789 Banese me qira ne Ulpiane,Prishtine,2,60m 2,250 €,11/04/2019
A790 Banese me qira ne Ulpiane te simfonia,Prishtine,2,60m 2,220 €,11/04/2019
A788 Banese me qira te Parku i Qytetit,Prishtine,3,75m 2,200 €,11/04/2019
Penthouse me 3 dhoma gjumi me qira në lagjen Mati 1 – Rruga B,Prishtine,4,228m 2,"1,500 €",11/04/2019
A787 Banese me qira ne Lagjen e Muhaxherve,Prishtine,2,50m 2,220 €,11/04/2019
"Banes me qera ne Lagjen Qender,prapa Teatrit Kombetar #1198",Prishtine,3,70m 2,300 €,11/04/2019
"Banes me qera ne Lagjen Ulpiana, te Fontana #1202",Prishtine,2,60m 2,250 €,11/04/2019
"Banes me qera ne Lagjen Ulpiana, prane Shkolles Hasan Prishtina #1209",Prishtine,2,45m 2,200 €,11/04/2019
"Banes me qera ne Lagjen Ulpiana, te Fontana #1206",Prishtine,2,60m 2,250 €,11/04/2019
"Banes me qera ne Lagjen Ulpiana, prane Furres Ulpiana #1207",Prishtine,1,15m 2,180 €,11/04/2019
"Banes me qera ne Lagjen Dardania, Bulevardi Bill Clinton #1208",Prishtine,3,65m 2,350 €,11/04/2019
Leshohet banesa 65m2 me qera ne Dragodan,Prishtine,1,65m 2,300 €,11/04/2019
Banes me qira ne Mati 1,Prishtine,2,75m 2,230 €,11/04/2019
Banes me qira ne Lagje te Spitalit,Prishtine,1,65m 2,250 €,11/04/2019
Banes me qira ne ULPIANE_2 dhoma gjumi,Prishtine,2,75m 2,300 €,11/04/2019
Banese 82m2 me qira te Muhaxheret Rozi,Prishtine,2,82m 2,320 €,11/04/2019
Banesa 70m2 me qira ne Dardani Rozi,Prishtine,2,70m 2,350 €,11/04/2019
BANES ME QERA 2 DHOMSHE,Prishtine,2,50m 2,200 €,10/04/2019
banes me qera ne dardani prishtin,Prishtine,3,75m 2,300 €,10/04/2019
"Banes me qera ne lagjen Arberia ( Dragodan), afer Five Star Fitness #1173",Prishtine,3,80m 2,270 €,10/04/2019
BANESA ME QIRA TE PARKU I QYTETIT,Prishtine,2,60m 2,250 €,10/04/2019
BANESA ME QIRA NE QENDER,Prishtine,4,97m 2,300 €,10/04/2019
BANESA ME QIRA NE TOPHANE,Prishtine,2,50m 2,200 €,10/04/2019
BANESA ME QIRA NE QENDER MBRAPA TEATRIT KOMBETAR,Prishtine,3,80m 2,300 €,10/04/2019
BANESA ME QIRA NE TOPHANE 115 m2,Prishtine,4,115m 2,300 €,10/04/2019
ZYRE ME QIRA TE GRANDI,Prishtine,2,50m 2,300 €,10/04/2019
Leshoj banesen me qira per zyre ne qender te Prishtines,Prishtine,-3,86m 2,500 €,10/04/2019
"Banes me qera ne Lagjen Ulpiana, te Fontana #12",Prishtine,2,60m 2,250 €,10/04/2019
"Banes me qera ne Lagjen Dardania, Bulevardi Bill Clinton #1208",Prishtine,3,65m 2,350 €,10/04/2019
Leshohet banesa me qera ne Aktash,Prishtine,2,80m 2,420 €,10/04/2019
Banes me qira,Fushe Kosove,2,81m 2,250 €,10/04/2019
Banese me Qera,Fushe Kosove,3,100m 2,180 €,10/04/2019
Banesa 60m2 me qira ne Fushe Kosove Rozi,Prishtine,1,60m 2,200 €,10/04/2019
"Banese me qira ne Royal Mall, Rruga B",Prishtine,2,60m 2,350 €,09/04/2019
Banese me Qera,Prishtine,2,60m 2,220 €,09/04/2019
"Banese me qira ne ""Arbëri"" te ""VIP Tregtia""",Prishtine,2,60m 2,300 €,09/04/2019
"Banese me qira per zyre perballë ""Sllovenia Sport""",Prishtine,2,50m 2,300 €,09/04/2019
"Leshohet banesa me qira ne Aktash mbrapa ""ExtremPizza""",Prishtine,3,75m 2,400 €,09/04/2019
"Banes me qera te Parku i Qytetit, perball Parkut #1196",Prishtine,2,60m 2,250 €,09/04/2019
Leshohet banesa 132m2 me qera ne Dragodan,Prishtine,3,132m 2,500 €,09/04/2019
Lëshohet Banesa me qira në lagjën Arbëria te ambasada ruse,Prishtine,3,80m 2,300 €,09/04/2019
Lëshohet Banesa me qira në lagjën Ulpiana,Prishtine,2,60m 2,220 €,09/04/2019
Banes me qira Lakrishte (afer ProCredit) 240€,Prishtine,2,0m 2,240 €,09/04/2019
Banes me qira ne Qender 2+1 500 €,Prishtine,3,0m 2,500 €,09/04/2019
Banesa 85m2 me qira ne Mati 1 Rozi,Prishtine,2,85m 2,300 €,08/04/2019
A783 Banese me qira ne Shesh,Prishtine,3,75m 2,350 €,08/04/2019
A786 Banesë me qira te Sami Frashëri,Prishtine,2,54m 2,200 €,08/04/2019
A781 Kat shtepie me qira te Mati 1,Prishtine,2,60m 2,170 €,08/04/2019
A785 Banese me qira ne Ulpiane,Prishtine,1,25m 2,160 €,08/04/2019
A784 Leshohet kati i shtepise me qira te Teatri Dodona,Prishtine,2,70m 2,200 €,08/04/2019
Banesë me qera në lagjen e spitalit në Prishtinë,Prishtine,2,50m 2,180 €,08/04/2019
Leshohet banesa me qera ne Bregu i diellit,Prishtine,2,80m 2,300 €,08/04/2019
A782 Banese me qira ne Tophane e pa banuar me heret,Prishtine,3,77m 2,250 €,08/04/2019
BANESA ME QIRA MBRAPA HOTEL SIRIUSIT,Prishtine,2,55m 2,250 €,08/04/2019
BANESA ME QIRA NE BREG DIELLIT,Prishtine,2,65m 2,250 €,08/04/2019
BANESA ME QIRA TE QAFA,Prishtine,3,80m 2,400 €,08/04/2019
BANESA ME QIRA MBRAPA HOTEL SIRIUSIT,Prishtine,2,50m 2,250 €,08/04/2019
Banese me Qera,Prishtine,1,55m 2,250 €,08/04/2019
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Five Starit #1200",Prishtine,3,75m 2,300 €,08/04/2019
Banes me qera ne Lagjen Tophane #1205,Prishtine,2,60m 2,250 €,08/04/2019
Banes me qira Bregu i Diellit 600€ (me shpenzime),Prishtine,3,0m 2,600 €,08/04/2019
Apartment for rent in Prishtina (Bregu i Diellit),Prishtine,4,120m 2,700 €,08/04/2019
Banes me qira rruges per Matican 170 €,Prishtine,2,0m 2,170 €,08/04/2019
Banes me qira rruges per Matican 170 €,Prishtine,2,0m 2,170 €,08/04/2019
Banes me qira Rruga B (Royal) 200 €,Prishtine,2,70m 2,200 €,08/04/2019
Banesa 105m2 me qira ne Dardani Rozi,Prishtine,3,105m 2,300 €,07/04/2019
A779 Banese me qira te Rruga C te Dino Company,Prishtine,3,87m 2,300 €,06/04/2019
"A778 Banesë me qira në Dardani, mbi kurriz",Prishtine,3,80m 2,300 €,06/04/2019
Banes me qira Lakrishte 2+1 200€,Prishtine,3,0m 2,200 €,06/04/2019
"A777 Banesë me qira në Aktash 2 , afër Hotel AFA",Prishtine,2,50m 2,150 €,06/04/2019
A544 Banese me qira te Mati 1,Prishtine,3,93m 2,300 €,06/04/2019
"A34 Banesë me qira te Rruga C, TREGTIA",Prishtine,2,55m 2,200 €,06/04/2019
"A771 Banese me qira te Mati 1 , afer vives",Prishtine,3,70m 2,250 €,06/04/2019
A772 Banese me qira te Mati 1 afer Viva Fresh,Prishtine,3,93m 2,350 €,06/04/2019
A773 Banese me qira ne Kalabri - Emshir,Prishtine,2,54m 2,250 €,06/04/2019
A774 Garsonjere me qira ne Ulpiane,Prishtine,1,30m 2,200 €,06/04/2019
A775 Garsonjere me qira te Qafa,Prishtine,1,40m 2,200 €,06/04/2019
"A214 Banese me qira te Prishitna e re, afer Spitalit Amerikan",Prishtine,3,93m 2,280 €,06/04/2019
A326 Banese me qira te Mati 1,Prishtine,3,240m 2,240 €,06/04/2019
A776 Banese me qira ne Aktash,Prishtine,2,55m 2,200 €,06/04/2019
"Banes me qera ne Lagjen Ulpiana, te Fontana #1202",Prishtine,2,60m 2,250 €,05/04/2019
A769 Banese me qira te Mati 1,Prishtine,3,93m 2,280 €,05/04/2019
Leshohet me qira gasonierka ne Ulpiane,Prishtine,1,29m 2,200 €,05/04/2019
Banes me Qera,Prishtine,0,59m 2,200 €,04/04/2019
"A770 Banesë me qira në Bregun e Diellit, Furra Qerimi 2",Prishtine,2,60m 2,200 €,04/04/2019
A678 Banesë me qira në Dardani,Prishtine,3,105m 2,280 €,04/04/2019
"Banes me qera ne Lagjen Mati 1, tek 13 kateshi #1203",Prishtine,2,60m 2,220 €,04/04/2019
"Banes me qera ne Lagjen Bregu i Diellit, perball Maxit 24h #1204",Prishtine,3,70m 2,270 €,04/04/2019
Banes me qera ne Lagjen Tophane #1205,Prishtine,2,60m 2,250 €,04/04/2019
Garsoniera 34m2 me qira ne Ulpiane Rozi,Prishtine,1,34m 2,180 €,03/04/2019
Banesa 52m2 me qira te Qafa Rozi,Prishtine,1,52m 2,270 €,03/04/2019
A759 Banese me qira ne Lakrishte,Prishtine,3,66m 2,350 €,03/04/2019
A379 Banese me qira ne Ulpiane te Menza,Prishtine,2,55m 2,220 €,03/04/2019
"A760 Banesë me qira në Dardani, te Furra Qerimi",Prishtine,3,64m 2,350 €,03/04/2019
A761 Banese me qira ne Bregun e Diellit,Prishtine,2,60m 2,210 €,03/04/2019
A762 Banese me qira ne Bregun e Diellit,Prishtine,2,65m 2,250 €,03/04/2019
A764 Banese me qira ne Bregun e Diellit,Prishtine,2,65m 2,250 €,03/04/2019
"A763 Banesë me qira në Ulpian, banim&zyre",Prishtine,2,40m 2,250 €,03/04/2019
A766 Banese me qira ne Bregun e Diellit,Prishtine,2,40m 2,200 €,03/04/2019
A470 Banese me qira te Qafa,Prishtine,2,52m 2,250 €,03/04/2019
"Banesë me qira në Prishtinë, Sllovenia e Sportit | M1",Prishtine,3,85m 2,350 €,03/04/2019
Jepet banesa me qira ne tophane te komuna 130m2,Prishtine,4,130m 2,400 €,03/04/2019
A732 Banese e qira te Mati 1 - afer Viva Freshit,Prishtine,2,65m 2,200 €,03/04/2019
"Banes me qera ne Lagjen Mati 1, ne objektin e Royall Mall #1201",Prishtine,2,60m 2,350 €,03/04/2019
A767 Banesë me qira në Tophane,Prishtine,4,105m 2,300 €,03/04/2019
Banesë 85m2 me qira në lagjen e spitalit,Prishtine,3,85m 2,250 €,03/04/2019
Leshohet banesa me qera ne Qender,Prishtine,2,60m 2,250 €,03/04/2019
Banes moderne me qira në Arbëri/Dragodan,Prishtine,3,75m 2,300 €,02/04/2019
Banese me qira ne rrugen C,Prishtine,3,86m 2,300 €,02/04/2019
"Kate Shtepie me qera ne lagjen Tophane, prane Hotel Ora #1174",Prishtine,3,110m 2,250 €,02/04/2019
"Banes me qera ne Lagjen Mati 1, ne objektin e Royall Mall #1201",Prishtine,2,60m 2,350 €,02/04/2019
Ofrohet banesa me siperfaqe 80m2 me qira ne Ulpiane !DELTA,Prishtine,3,80m 2,350 €,02/04/2019
Banes me qira ne Breg te Diellit_250,Prishtine,2,75m 2,250 €,02/04/2019
"Banes me qera ne Lagjen Mati 1, ne objektin e Royall Mall #1201",Prishtine,2,60m 2,350 €,02/04/2019
"Banes me qera ne Lagjen Mati 1, tek 13 kateshi #1203",Prishtine,2,60m 2,220 €,02/04/2019
Ofrohet banesa 80m2 me qira ne lagjen Kalabria (Emshir) !DELTA,Prishtine,3,80m 2,250 €,02/04/2019
Ofrohet banesa me siperfaqe 68m2 me qira ne lagjen Arberia (Dragodan) !DELTA,Prishtine,3,68m 2,320 €,02/04/2019
"Banes me qera ne lagjen Mati 1, prane Viva Fresh #1191",Prishtine,3,75m 2,250 €,01/04/2019
"Banes me qera te Parku i Qytetit, perball Parkut #1196",Prishtine,2,60m 2,250 €,01/04/2019
BANESA ME QIRA MBRAPA HOTEL SIRIUSIT,Prishtine,3,80m 2,350 €,01/04/2019
"Banes me qera ne Lagjen Pjeton, rruga Tirana, prane Viva Freshit#936",Prishtine,3,92m 2,450 €,01/04/2019
"Banes me qera te Parku i Qytetit, perball Parkut #1196",Prishtine,2,60m 2,250 €,01/04/2019
"Banes me qera ne Lagjen Qender, prane Kolegjit FAMA #1197",Prishtine,3,75m 2,260 €,01/04/2019
"Banes me qera ne Lagjen Qender,prapa Teatrit Kombetar #1198",Prishtine,3,70m 2,300 €,01/04/2019
