,title,region,number_of_rooms,quadrat,price,date,Neighborhood
252,Banes me qira ne Lagje te Spitalit 2+1,Prishtine,2,75m 2,220 €,10/07/2023,Lagjen e Spitalit
253,Banese komode me qira ne Breg te Diellit,Prishtine,1,55m 2,230 €,10/07/2023,Kodra e Diellit
254,Banes me qira ne Ulpiane 2+1,Prishtine,2,75m 2,300 €,10/07/2023,Ulpiana
255,Banes moderne me qira ne Emshir,Prishtine,2,90m 2,400 €,10/07/2023,Kalabria
256,Banes komode me qira ne Dardani,Prishtine,1,60m 2,300 €,10/07/2023,Dardania
257,Banes me qira ne Ulpiane e renovuar,Prishtine,1,65m 2,250 €,10/07/2023,Ulpiana
258,Banes ekskluzive me qira te Parku i Qytetit,Prishtine,2,95m 2,700 €,10/07/2023,Lagjja e Muhaxherëve
259,Banes komode me qira ne Ulpiane,Prishtine,1,55m 2,270 €,10/07/2023,Ulpiana
260,Banes me qira ne Dardani,Prishtine,1,55m 2,250 €,10/07/2023,Dardania
261,Banes me qira ne Lagje te Spitalit 2+1,Prishtine,2,75m 2,230 €,10/07/2023,Lagjen e Spitalit
262,Banes komode me qira ne Lagje te Spitalit,Prishtine,1,60m 2,200 €,10/07/2023,Lagjen e Spitalit
263,Banes me qira te 4Llullat,Prishtine,1,65m 2,250 €,10/07/2023,4 Lullat
264,Ektsra banese me qira,Prishtine,2,70m 2,350 €,10/07/2023,
265,Banes me qira ne Ulpiane per zyre,Prishtine,1,65m 2,400 €,10/07/2023,Ulpiana
266,Banese me qira ne Lagje te Muhaxhereve,Prishtine,1,50m 2,250 €,10/07/2023,Lagjja e Muhaxherëve
267,Banes me qira ne Qender afer shkolles Sami Frasheri 2+1,Prishtine,2,75m 2,200 €,10/07/2023,Qendra
268,Banes me qira ne Arberi 2+1,Prishtine,2,75m 2,250 €,10/07/2023,Arbëria (Dragodani)
269,Banes me qira ne Ulpiane,Prishtine,1,65m 2,250 €,10/07/2023,Ulpiana
270,Banes me qira ne Qender,Prishtine,2,100m 2,400 €,10/07/2023,Qendra
271,Banes komode me qira ne Emshir,Prishtine,2,75m 2,300 €,10/07/2023,Kalabria
272,Banes me qira ne Dardani te Santea,Prishtine,1,65m 2,200 €,10/07/2023,Dardania
273,Banes komode me qira ne Velani,Prishtine,1,65m 2,230 €,10/07/2023,Velania
274,Banes moderne me qira ne Qender- Pejton,Prishtine,2,75m 2,380 €,10/07/2023,Qendra
275,Banes me qira ne Rrugen B,Prishtine,2,75m 2,300 €,10/07/2023,Rruga B
276,Banese me qira ne Lagjen Dardania 1+1,Prishtine,1,75m 2,250 €,10/07/2023,Dardania
277,Banes komode me qira ne Lagje te Spitalit,Prishtine,1,60m 2,250 €,10/07/2023,Lagjen e Spitalit
278,Banes me qira ne Ulpiane,Prishtine,1,65m 2,300 €,10/07/2023,Ulpiana
279,Banes me qira ne Lagje te Spitalit,Prishtine,2,130m 2,200 €,10/07/2023,Lagjen e Spitalit
280,Leshohet banese me qira ne lagjen Dardania,Prishtine,2,90m 2,300 €,10/07/2023,Dardania
281,Banese me qira ne lagjen Dardania,Prishtine,2,82m 2,350 €,10/07/2023,Dardania
282,Super banese me qira ne Qender,Prishtine,2,60m 2,500 €,10/07/2023,Qendra
283,Ipet banese me qira ne lagjen Ulpiana,Prishtine,1,60m 2,320 €,10/07/2023,Ulpiana
284,Leshohet banese me qira ne lagjen Tophane,Prishtine,1,75m 2,250 €,10/07/2023,Tophane
285,Leshohet banese me qira ne lagjen Ulpiana,Prishtine,1,45m 2,250 €,10/07/2023,Ulpiana
286,Leshohet banese me qira ne lagjen Arberia,Prishtine,1,70m 2,330 €,10/07/2023,Arbëria (Dragodani)
287,Banese ( garsoniere ) me qira ne lagjen Arberia,Prishtine,1,45m 2,200 €,10/07/2023,Arbëria (Dragodani)
288,Banese me qira ne lagjen Lakrishte,Prishtine,1,60m 2,250 €,10/07/2023,Lakrishta
289,Leshohet banese me qira ne lagjen Dardania,Prishtine,1,65m 2,300 €,10/07/2023,Dardania
290,Leshohet banese me qira ne Qender,Prishtine,1,50m 2,300 €,10/07/2023,Qendra
291,Leshohet banese me qira ne lagjen Arberia,Prishtine,2,70m 2,220 €,10/07/2023,Arbëria (Dragodani)
292,Leshohet banese me qira te Sllovenia Sporti,Prishtine,2,80m 2,350 €,10/07/2023,Sllovenia e Sportit
293,Ipet banese me qira ne lagjen e spitalit,Prishtine,2,70m 2,300 €,10/07/2023,Lagjen e Spitalit
294,Banese me qira ne lagjen Bregu i diellit,Prishtine,2,70m 2,350 €,10/07/2023,Kodra e Diellit
295,Ofrohet banese me qira ne Qender,Prishtine,2,80m 2,350 €,10/07/2023,Qendra
296,Ipet banese me qira ne lagjen Pejton,Prishtine,2,90m 2,450 €,10/07/2023,Lakrishta
297,Ofrohet banese me qira ne lagjen Bregu i diellit,Prishtine,1,60m 2,200 €,10/07/2023,Kodra e Diellit
298,Leshohet banese me qira ne Taslixhe,Prishtine,1,36m 2,200 €,10/07/2023,
299,Leshohet banese me qira ne lagjen Bregu i diellit,Prishtine,1,60m 2,250 €,10/07/2023,Kodra e Diellit
300,Ofrohet banese me qira ne Rrugen B,Prishtine,2,55m 2,250 €,10/07/2023,Rruga B
301,Super banese me qira ne lagjen Arberia,Prishtine,2,110m 2,500 €,10/07/2023,Arbëria (Dragodani)
302,Banese me qira ne lagjen Dardania,Prishtine,1,55m 2,200 €,10/07/2023,Dardania
303,Leshohet banese me qira ne lagjen Bregu i diellit,Prishtine,1,65m 2,250 €,10/07/2023,Kodra e Diellit
304,Banese (garsoniere) me qira ne lagjen Ulpiana,Prishtine,1,30m 2,200 €,10/07/2023,Ulpiana
305,Banese me qira ne lagjen Bregu i diellit,Prishtine,2,100m 2,300 €,10/07/2023,Kodra e Diellit
306,Leshohet banese me qira ne lagjen Ulpiana,Prishtine,1,55m 2,250 €,10/07/2023,Ulpiana
307,Leshohet banese me qira te Qafa,Prishtine,1,50m 2,300 €,10/07/2023,Qafa
308,Leshohet banese me qira ne lagjen Dardania,Prishtine,1,58m 2,270 €,10/07/2023,Dardania
309,Leshohet banese me qira ne Emshir 1+1,Prishtine,2,85m 2,300 €,10/07/2023,Kalabria
310,Leshohet banese me qira te Bregu i Diellit 1+1,Prishtine,1,65m 2,250 €,10/07/2023,Kodra e Diellit
311,Leshohet banese me qira ne Ulpiane 1+1,Prishtine,1,50m 2,250 €,10/07/2023,Ulpiana
312,Leshohet banese me qira ne lagjen Arberia,Prishtine,1,60m 2,250 €,10/07/2023,Arbëria (Dragodani)
313,Leshohet banese me qira ne Tophane,Prishtine,1,58m 2,250 €,10/07/2023,Tophane
314,Banese me qira ne Veternik,Prishtine,3,106m 2,260 €,10/07/2023,Veternik
315,Banese me qira ne lagjen Dardania,Prishtine,2,100m 2,250 €,10/07/2023,Dardania
316,Banese me qira ne Emshir 1+1,Prishtine,1,65m 2,200 €,10/07/2023,Kalabria
317,Banese me qira ne Emshir,Prishtine,2,85m 2,280 €,10/07/2023,Kalabria
318,Leshohet banese me qira ne Fushe Kosove 1+1,Fushe Kosove,1,55m 2,220 €,10/07/2023,Fushe Kosove
319,Banese e re me qira ne Arberi,Prishtine,1,65m 2,300 €,10/07/2023,Arbëria (Dragodani)
320,Leshohet super banese me qira ne Arberi 2+1,Prishtine,2,85m 2,400 €,10/07/2023,Arbëria (Dragodani)
321,Banese me qira ne Emshir 2+1,Prishtine,2,72m 2,300 €,10/07/2023,Kalabria
322,Leshohet banese me qira ne Tophane,Prishtine,2,70m 2,300 €,10/07/2023,Tophane
323,Banese me Qira ne Lagje te Spitalit,Prishtine,2,84m 2,250 €,10/07/2023,Lagjen e Spitalit
324,Banese me qira ne Arberi te Komuna e Re,Prishtine,1,70m 2,300 €,10/07/2023,Arbëria (Dragodani)
325,Leshohet banese me qira te Parku i Qytetit,Prishtine,2,65m 2,200 €,10/07/2023,Lagjja e Muhaxherëve
326,Leshohet banese me qira ne lagjen Arberia,Prishtine,2,90m 2,300 €,10/07/2023,Arbëria (Dragodani)
327,Banese me qira me Termokos,Prishtine,1,63m 2,63 €,10/07/2023,
328,Banes me qira te Qafa moderne,Prishtine,1,65m 2,300 €,10/07/2023,Qafa
329,Banes me qira te 4 Llullat 2+1,Prishtine,2,78m 2,300 €,10/07/2023,4 Lullat
330,Banese me qira ne lagjen Sllovenia Sporti,Prishtine,1,65m 2,250 €,10/07/2023,Sllovenia e Sportit
331,Banese ekskluzive me qira ne Arberi,Prishtine,2,80m 2,500 €,10/07/2023,Arbëria (Dragodani)
332,Banese komode me qira ne Lagje te Muhaxhereve,Prishtine,1,65m 2,250 €,10/07/2023,Lagjja e Muhaxherëve
333,Banese me qira te Qafa,Prishtine,1,70m 2,300 €,10/07/2023,Qafa
334,Banese me qira te Sllovenia Sporti,Prishtine,1,60m 2,200 €,10/07/2023,Sllovenia e Sportit
335,Banes me qira ne Aktash 2+1,Prishtine,2,75m 2,250 €,10/07/2023,Aktash
336,Banes me qira pre zyre,Prishtine,3,88m 2,600 €,10/07/2023,
337,Banes me qira ne Tophane komode,Prishtine,1,60m 2,250 €,10/07/2023,Tophane
338,Banese me qira ne Lagje te Spitalit 2+1,Prishtine,2,84m 2,260 €,10/07/2023,Lagjen e Spitalit
339,Banese komode me qira ne Breg te Diellit,Prishtine,1,65m 2,200 €,10/07/2023,Kodra e Diellit
340,Banese komode me qira ne Breg te Diellit,Prishtine,1,50m 2,220 €,10/07/2023,Kodra e Diellit
341,Banes moderne me qira ne ULPIANE,Prishtine,2,80m 2,400 €,10/07/2023,Ulpiana
342,Banese luksoze me qira ne Lagje te Spitalit,Prishtine,2,310m 2,"2,000 €",10/07/2023,Lagjen e Spitalit
343,Banese me qira ne Breg te Diellit 2+1,Prishtine,2,105m 2,300 €,10/07/2023,Kodra e Diellit
344,Banes me qira ne lagjen Arberia 2+1,Prishtine,2,86m 2,320 €,10/07/2023,Arbëria (Dragodani)
345,Banes me qira komode ne Emshir,Prishtine,2,75m 2,230 €,10/07/2023,Kalabria
346,Banese moderne me qira ne Emshir,Prishtine,1,55m 2,230 €,10/07/2023,Kalabria
347,Banesa me qira ne lagjen Arberia,Prishtine,1,58m 2,250 €,10/07/2023,Arbëria (Dragodani)
348,Banes me qira te Sllovenia Sport,Prishtine,1,68m 2,300 €,10/07/2023,Sllovenia e Sportit
349,Banes me qira ne Tophane ndertim i ri,Prishtine,3,120m 2,400 €,10/07/2023,Tophane
350,Banese me qira te Sllovnia Sporti me mobile te reja,Prishtine,2,115m 2,400 €,10/07/2023,
351,Banese komode me qira ne Breg te Diellit,Prishtine,1,65m 2,250 €,10/07/2023,Kodra e Diellit
352,Banes me qira ne Rrugen B,Prishtine,2,96m 2,300 €,10/07/2023,Rruga B
353,Banes me qira ne Mati 1 kati i 1-re,Prishtine,2,75m 2,250 €,10/07/2023,Ulpiana 1
354,Banes me qira te 4 Llullat,Prishtine,2,75m 2,300 €,10/07/2023,4 Lullat
355,Banese me qira ne Breg te Diellit 2+1,Prishtine,2,75m 2,260 €,10/07/2023,Kodra e Diellit
356,Banes me qira ne Velani komode,Prishtine,1,55m 2,200 €,10/07/2023,Velania
357,Banes me qira ne Dardani te Santea,Prishtine,2,75m 2,250 €,10/07/2023,Dardania
358,Banes me qira te Sllovenia Sporti 2+1,Prishtine,2,85m 2,300 €,10/07/2023,Sllovenia e Sportit
359,Banes me qira ne Lagje te Spitalit 2+1,Prishtine,2,75m 2,250 €,10/07/2023,Lagjen e Spitalit
360,Banes komode me qira ne Dragodan,Prishtine,1,65m 2,300 €,10/07/2023,Arbëria (Dragodani)
361,Banes moderne me qira ne Arberi- komuna e re,Prishtine,1,67m 2,350 €,10/07/2023,Arbëria (Dragodani)
362,Super ofert Banes komode me qira ne Arberi,Prishtine,1,55m 2,230 €,10/07/2023,Arbëria (Dragodani)
363,Banes me qira ne Aktash 2+1,Prishtine,2,75m 2,250 €,10/07/2023,Aktash
364,Banes me qira ne Tophane 2+1,Prishtine,2,90m 2,310 €,10/07/2023,Tophane
365,Banese moderne e qira ne Lagje te Muhaxhereve,Prishtine,1,50m 2,250 €,10/07/2023,Lagjja e Muhaxherëve
366,Banes komode me qira ne Mati 1,Prishtine,1,65m 2,180 €,10/07/2023,Ulpiana 1
367,Banese me qira ne Lagje te Spitalit banesat e Royalit,Prishtine,2,75m 2,350 €,10/07/2023,Lagjen e Spitalit
368,Banes me qira te Sllovenia Sport,Prishtine,1,65m 2,270 €,10/07/2023,Sllovenia e Sportit
369,Banes komode me qira te Parku i Qytetit,Prishtine,1,65m 2,250 €,10/07/2023,Lagjja e Muhaxherëve
370,Banes me qira ne Tophane,Prishtine,1,66m 2,300 €,10/07/2023,Tophane
371,Banes me qira ne Lakrishte,Prishtine,1,65m 2,350 €,10/07/2023,Lakrishta
372,Banese komode me qira ne Lakrishte,Prishtine,1,63m 2,320 €,10/07/2023,Lakrishta
373,Banes me qira ne Lagje te Spitalit 3+1,Prishtine,3,100m 2,330 €,10/07/2023,Lagjen e Spitalit
374,SUPER Banese me qera Royal_Termokos,Prishtine,1,62m 2,280 €,10/07/2023,
375,Leshoj Banese moderne _Super Oferte,Prishtine,2,75m 2,250 €,10/07/2023,
376,Banes moderne me qira te Qafa,Prishtine,1,65m 2,260 €,10/07/2023,Qafa
377,Banes moderne me qira Tophane 2+1,Prishtine,2,90m 2,370 €,10/07/2023,Tophane
378,Banes me qira ne Qender te Sheshi ZAHIR PAJAZITI,Prishtine,1,65m 2,300 €,10/07/2023,Qendra
379,Banes me qira ne Lakrishte,Prishtine,1,45m 2,280 €,10/07/2023,Lakrishta
380,Banes me qira ne Emshir 2+1,Prishtine,2,80m 2,250 €,10/07/2023,Kalabria
381,Banes me qira ne Mati 1,Prishtine,2,75m 2,250 €,10/07/2023,Ulpiana 1
382,Banese moderne me qira ne PEJTON,Prishtine,2,75m 2,350 €,10/07/2023,Lakrishta
383,Banes me qira ne Arberi qmim te volitshem,Prishtine,2,80m 2,320 €,10/07/2023,Arbëria (Dragodani)
384,Banes me qira te Hotel Siriusi 250,Prishtine,1,60m 2,250 €,10/07/2023,Siriusi
385,Leshohet banese me qira ne lagjen Tophane,Prishtine,1,55m 2,250 €,10/07/2023,Tophane
386,Leshohet banese me qira te 4 Llullat,Prishtine,1,55m 2,250 €,10/07/2023,4 Lullat
387,Leshohet banese me qira ne lagjen Bregu i diellit,Prishtine,1,65m 2,300 €,10/07/2023,Kodra e Diellit
388,Banese me qira ne Lagjen e Spitalit,Prishtine,1,60m 2,180 €,10/07/2023,Lagjen e Spitalit
389,Ipet banese me qira ne Lagjen e Spitalit,Prishtine,2,90m 2,300 €,10/07/2023,Lagjen e Spitalit
390,Ipet banese me qira ne lagjen Dardania,Prishtine,1,65m 2,350 €,10/07/2023,Dardania
391,Leshohet banese me qira ne lagjen Arberia,Prishtine,1,50m 2,200 €,10/07/2023,Arbëria (Dragodani)
392,Banesa 64m2 me qira te Muharrem Fejza ROZI,Prishtine,2,64m 2,350 €,10/07/2023,Muharrem Fejza
393,Banesa 64m2 me qira te Muharrem Fejza ROZI,Prishtine,1,64m 2,400 €,10/07/2023,Muharrem Fejza
394,Banesa 70m2 me qira ne Lakrishte ROZI,Prishtine,2,70m 2,350 €,10/07/2023,Lakrishta
395,Leshohet banese me qira ne lagjen Emshir,Prishtine,2,85m 2,300 €,10/07/2023,Kalabria
396,Ofrohet banese ( Garsoniere ) me qira ne Qender,Prishtine,1,35m 2,160 €,10/07/2023,Qendra
397,Ipet banese me qira ne lagjen Mati 1,Prishtine,2,76m 2,350 €,10/07/2023,Ulpiana 1
398,Leshohet banese me qira ne Qender,Prishtine,1,56m 2,260 €,10/07/2023,Qendra
399,Leshohet banese me qira ne Qender,Prishtine,2,65m 2,350 €,10/07/2023,Qendra
400,Leshohet banese me qira ne Emshir,Prishtine,1,65m 2,250 €,10/07/2023,Kalabria
401,Ofrohet banese me qira ne lagjen Arberia,Prishtine,1,55m 2,250 €,10/07/2023,Arbëria (Dragodani)
402,Leshohet banese me qira ne lagjen Pejton,Prishtine,1,60m 2,300 €,10/07/2023,Lakrishta
403,Ofrohet banese me qira ne lagjen Dardania,Prishtine,2,70m 2,300 €,10/07/2023,Dardania
404,Leshohet banese me qira ne lagjen Bregu i diellit,Prishtine,2,75m 2,250 €,10/07/2023,Kodra e Diellit
405,Ekstra banese me qira ne lagjen Arberia,Prishtine,3,97m 2,400 €,10/07/2023,Arbëria (Dragodani)
406,Ofrohet banese me qira ne lagjen Arberia,Prishtine,1,65m 2,240 €,10/07/2023,Arbëria (Dragodani)
407,Leshohet banese me qira ne lagjen Ulpiana,Prishtine,1,40m 2,250 €,10/07/2023,Ulpiana
408,Leshohet banese ( garsoniere ) me qira te Qafa,Prishtine,1,30m 2,200 €,10/07/2023,Qafa
409,Leshohet banese me qira te Qafa,Prishtine,2,90m 2,300 €,10/07/2023,Qafa
410,Banese luksoze me qira ne lagjen Arberia,Prishtine,2,90m 2,500 €,10/07/2023,Arbëria (Dragodani)
411,Banese me qira ne Bregun e diellit,Prishtine,1,55m 2,200 €,10/07/2023,Kodra e Diellit
412,Leshohet banese me qira ne lagjen Arberia,Prishtine,2,75m 2,280 €,10/07/2023,Arbëria (Dragodani)
413,Banese luksoze me qira ne lagjen Arberia,Prishtine,2,90m 2,500 €,10/07/2023,Arbëria (Dragodani)
414,Ipet banese me qira ne Rrugen B,Prishtine,1,75m 2,270 €,10/07/2023,Rruga B
415,Leshohet super banese me qira ne Arberi 2+1,Prishtine,2,75m 2,350 €,10/07/2023,Arbëria (Dragodani)
416,Leshohet banese ( Garsoniere ) me qira ne Qender,Prishtine,1,30m 2,220 €,10/07/2023,Qendra
417,Banese me qira ne Arberi 2+1,Prishtine,2,100m 2,350 €,10/07/2023,Arbëria (Dragodani)
418,Leshohet banese me qira ne Qender 1+1,Prishtine,1,50m 2,200 €,10/07/2023,Qendra
419,Banese ( garsoniere) me qira ne Lagje te Spitalit,Prishtine,1,30m 2,200 €,10/07/2023,Lagjen e Spitalit
420,Leshohet banese me qira te Mati 1 2+1,Prishtine,2,86m 2,300 €,10/07/2023,Ulpiana 1
421,Leshohet Ekstra banese me qira ne Arberi,Prishtine,5,225m 2,"2,200 €",10/07/2023,Arbëria (Dragodani)
422,Banese me qira ne Qender,Prishtine,1,65m 2,300 €,10/07/2023,Qendra
423,Leshohet banese me Qira te Qafa 1+1,Prishtine,1,55m 2,280 €,10/07/2023,Qafa
424,Leshohet banese me qira ne Velani 2+1,Prishtine,2,80m 2,200 €,10/07/2023,Velania
425,Leshohet banese me qira ne Ulpiane 2+1,Prishtine,2,75m 2,270 €,10/07/2023,Ulpiana
426,Leshohet banese me qira ne Lagjen e Muhagjerve 1+1,Prishtine,1,60m 2,250 €,10/07/2023,Lagjja e Muhaxherëve
427,Banese me qira per zyre ( Prime Group ),Prishtine,2,80m 2,350 €,10/07/2023,
428,Leshohet banese me qira te Rruga C 3+1,Prishtine,3,120m 2,400 €,10/07/2023,Rruga C
429,Leshohet banese me qira ne Dardani ( Santea ),Prishtine,1,65m 2,350 €,10/07/2023,Dardania
430,Leshohet banese me qira ne Rrugen B 1+1,Prishtine,1,65m 2,300 €,10/07/2023,Rruga B
431,Garsoniere me qera ne lagjen Ulpiana,Prishtine,1,42m 2,200 €,10/07/2023,Ulpiana
432,Super Banese me qera ne Arberi,Prishtine,1,60m 2,280 €,10/07/2023,Arbëria (Dragodani)
433,Banes komode me qira ne Tophane,Prishtine,1,65m 2,200 €,10/07/2023,Tophane
434,Banes me qira te Parku i Qytetit,Prishtine,2,75m 2,300 €,10/07/2023,Lagjja e Muhaxherëve
435,Banese komode me qira te Sllovenia Sporti,Prishtine,1,55m 2,250 €,10/07/2023,Sllovenia e Sportit
436,Banes me qira ne Arberi,Prishtine,2,80m 2,220 €,10/07/2023,Arbëria (Dragodani)
437,Banes me qira ne Qender komode,Prishtine,1,65m 2,350 €,10/07/2023,Qendra
438,Banese me qira ne Aktash mobiluar,Prishtine,1,65m 2,350 €,10/07/2023,Aktash
439,Banesa 50m2 me qira ne Ulpiane ROZI,Prishtine,1,50m 2,350 €,10/07/2023,Ulpiana
440,Banesa 55m2 me qira ne Qender ROZI,Prishtine,1,55m 2,250 €,10/07/2023,Qendra
441,Banesa 100m2 me qira te Mati 1 ROZI,Prishtine,3,100m 2,520 €,10/07/2023,Ulpiana 1
442,BANESE ME QIRA AFER SHKOLLES SE RE “MIHAL GRAMENO”,Fushe Kosove,3,85m 2,250 €,10/07/2023,Mihal Grameno
443,BANESE ME QIRA TE RRUGA “NENA TEREZE”,Fushe Kosove,3,86m 2,220 €,10/07/2023,Nena Tereze
444,BANESE ME QIRA MBI ELI ABI RR- DARDANIA-M.GRAMENO,Fushe Kosove,2,65m 2,230 €,10/07/2023,Dardania
445,BANESË ME QIRA NË FUSHË KOSOVEË AFER “PLUS MINUS “,Fushe Kosove,2,60m 2,180 €,10/07/2023,
446,BANESE ME QIRA NË FUSHË KOSOVË rr”Hajrullah Zymi “,Fushe Kosove,3,75m 2,200 €,10/07/2023,Fushe Kosove
447,BANESE ME QIRA AFER SHKOLLES “MIHAL GRAMENO”,Fushe Kosove,2,67m 2,250 €,10/07/2023,Mihal Grameno
448,"LOKAL ME QIRA NE FUSHE KOSOVE, TE XHAMIA E RE",Fushe Kosove,1,100m 2,"1,000 €",10/07/2023,Fushe Kosove
449,JAP ME QIRA BANESEN NE RRUGËN “DARDANIA”,Fushe Kosove,2,65m 2,220 €,10/07/2023,Dardania
450,Leshohet banesa me qira ne fushkosov tek eli ab,Fushe Kosove,1,65m 2,230 €,09/07/2023,Fushe Kosove
451,jep banesen me qira ne fushkosov,Fushe Kosove,2,80m 2,230 €,09/07/2023,Fushe Kosove
452,jep banesen me qira ne fushkosov,Fushe Kosove,1,65m 2,180 €,09/07/2023,Fushe Kosove
453,leshohet banesa me qira ne fushkosov,Fushe Kosove,1,60m 2,250 €,09/07/2023,Fushe Kosove
454,jep banesen me qira,Prishtine,1,45m 2,180 €,09/07/2023,
455,jep banesen me qira,Fushe Kosove,1,67m 2,200 €,09/07/2023,
456,leshohet banesa me qira ne fushkosov,Fushe Kosove,1,65m 2,200 €,09/07/2023,Fushe Kosove
457,leshohet banesa me qira ne fushkosov,Fushe Kosove,1,60m 2,250 €,09/07/2023,Fushe Kosove
458,jep banesen me qira ne fushkosov,Fushe Kosove,1,60m 2,220 €,09/07/2023,Fushe Kosove
459,Banese me qira ne Lagje te Spitalit,Prishtine,1,53m 2,250 €,09/07/2023,Lagjen e Spitalit
460,Banese me qira ne lagjen Dardania,Prishtine,1,60m 2,300 €,09/07/2023,Dardania
461,Banese me qira ne lagjen Mati 1,Prishtine,2,90m 2,400 €,09/07/2023,Ulpiana 1
462,Banese me qira ne lagen Tophane,Prishtine,1,60m 2,300 €,09/07/2023,Tophane
463,Banese me qira ne lagjen Bregu i Diellit,Prishtine,3,125m 2,500 €,09/07/2023,Kodra e Diellit
464,Banese me qira ne lagjen Arberia_1+1,Prishtine,1,65m 2,320 €,09/07/2023,Arbëria (Dragodani)
465,Banese me qira ne lagjen Lakrishte_2+1,Prishtine,2,85m 2,350 €,09/07/2023,Lakrishta
466,Banese me qira ne lagjen Arberia,Prishtine,1,65m 2,350 €,09/07/2023,Arbëria (Dragodani)
467,Banese (penthouse) me qira ne lagjen Arberia,Prishtine,2,116m 2,850 €,09/07/2023,Arbëria (Dragodani)
468,Banese me qira ne lagjen Rruga B_2+1,Prishtine,2,91m 2,400 €,09/07/2023,Rruga B
469,Banese me qira ne Lagje te Spitalit_2+1,Prishtine,2,90m 2,400 €,09/07/2023,Lagjen e Spitalit
470,Super banese me qira ne lagjen Pejton,Prishtine,3,120m 2,"1,000 €",09/07/2023,Lakrishta
471,Banese me qira ne lagjen Bregu i Diellit_2+1,Prishtine,2,90m 2,250 €,09/07/2023,Kodra e Diellit
472,Banese me qira ne lagjen Rruga B,Prishtine,2,90m 2,500 €,09/07/2023,Rruga B
473,Banese me qira ne lagjen Arberi,Prishtine,3,105m 2,420 €,09/07/2023,Arbëria (Dragodani)
474,Banese me qira ne lagjen Arberia,Prishtine,1,64m 2,300 €,09/07/2023,Arbëria (Dragodani)
475,Banese me qira ne lagje te Spitalit_2+1,Prishtine,2,86m 2,400 €,09/07/2023,Lagjen e Spitalit
476,Banese me qira ne lagjen Rruga C,Prishtine,2,80m 2,500 €,09/07/2023,Rruga C
477,Banese me qira ne lagjen Dardania_2+1,Prishtine,2,80m 2,400 €,09/07/2023,Dardania
478,Banese me qira ne lagjen Arberia_2+1,Prishtine,2,84m 2,500 €,09/07/2023,Arbëria (Dragodani)
479,Banese (penthouse) me qira ne lagjen Arberi_3+1,Prishtine,3,135m 2,"1,300 €",09/07/2023,Arbëria (Dragodani)
480,Banese (zyre) me qira ne lagjen Rruga B,Prishtine,3,176m 2,800 €,09/07/2023,Rruga B
481,Banese me qira ne Aktash_2+1,Prishtine,2,75m 2,550 €,09/07/2023,Aktash
482,Banese me qira ne lagjen ne Dardani,Prishtine,1,50m 2,300 €,09/07/2023,Dardania
483,Banese me qira ne Rrugen B,Prishtine,2,89m 2,400 €,09/07/2023,Rruga B
484,Banese me qira ne lagjen Tophane_2+1,Prishtine,2,72m 2,350 €,09/07/2023,Tophane
485,Banese me qira ne lagjen Arberia_2+1,Prishtine,2,75m 2,400 €,09/07/2023,Arbëria (Dragodani)
486,Banese me qira ne lagjen Ulpiana,Prishtine,1,60m 2,250 €,09/07/2023,Ulpiana
487,Banese me qira ne lagjen Mati 1,Prishtine,2,90m 2,350 €,09/07/2023,Ulpiana 1
488,Banese me qira ne Qender,Prishtine,2,70m 2,350 €,09/07/2023,Qendra
489,Banese me qira ne lagjen Emshir 2+1,Prishtine,2,108m 2,420 €,09/07/2023,Kalabria
490,Banese me qira ne lagjen Emshir 2+1,Prishtine,2,110m 2,400 €,09/07/2023,Kalabria
491,Banese me qira ne lagjen Arberia 1+1,Prishtine,1,58m 2,270 €,09/07/2023,Arbëria (Dragodani)
492,Banese me qira ne Qender 2+1,Prishtine,2,80m 2,350 €,09/07/2023,Qendra
493,Banese me qira ne lagjen Bregu i Diellit 3+1,Prishtine,3,108m 2,400 €,09/07/2023,Kodra e Diellit
494,Banese me qira ne lagjen Arberia 3+1,Prishtine,3,120m 2,500 €,09/07/2023,Arbëria (Dragodani)
495,Banese me qira ne lagjen Mati 1 1+1,Prishtine,3,111m 2,500 €,09/07/2023,Ulpiana 1
